1	120735	9.0	1363245118
2	2592910	10.0	1362901837
3	1924396	8.0	1363566189
4	887912	8.0	1363557326
5	1707386	9.0	1362869072
5	1182350	7.0	1362869000
6	861739	7.0	1362171538
6	2097307	6.0	1362602474
7	1235522	6.0	1362173331
7	2220642	10.0	1362340759
7	1477715	10.0	1362340777
8	1535970	6.0	1363404833
8	948470	7.0	1362291727
8	1438173	6.0	1362772719
9	1659343	6.0	1363440381
10	1855199	7.0	1363494318
11	1790885	7.0	1362679455
12	2125608	10.0	1362084991
13	395584	2.0	1363515105
13	39834	6.0	1363533277
14	1853728	8.0	1362066113
15	1855199	8.0	1363386611
15	1772341	7.0	1363474061
16	1142977	7.0	1363393993
16	2040560	8.0	1363040958
17	1320082	9.0	1363487799
18	1235522	10.0	1362493786
19	1164999	9.0	1362432459
20	405094	9.0	1362776241
21	1545759	7.0	1362878164
22	1623205	7.0	1362803487
23	1879030	7.0	1362604154
24	1623205	8.0	1362896296
25	1872818	10.0	1362949334
26	1212419	5.0	1362161029
27	119488	10.0	1362421474
27	31235	7.0	1363104089
27	1067583	7.0	1363015163
28	1596350	5.0	1363449160
28	1074638	7.0	1363449441
29	1675434	8.0	1362963439
30	1810697	3.0	1362427612
30	441909	9.0	1363474500
31	382932	7.0	1362165307
31	1542344	7.0	1362155928
32	118884	6.0	1363459179
32	1186830	5.0	1363469191
32	1816597	4.0	1362259788
32	118799	5.0	1362063653
33	1212450	8.0	1362860573
34	1707386	9.0	1362271257
35	1216520	3.0	1362606618
36	363163	10.0	1362874890
37	1839492	7.0	1362865271
38	1045658	10.0	1362604671
38	2023587	4.0	1362692767
39	389860	10.0	1362863939
39	54195	9.0	1362950169
40	1637725	8.0	1363386954
40	100318	7.0	1363304223
41	246578	9.0	1362926710
41	1024648	8.0	1362787077
42	903624	7.0	1362301017
43	88944	9.0	1362365032
43	1704573	9.0	1363229326
44	367959	10.0	1363493797
45	2024432	7.0	1362829150
46	1024648	10.0	1362090199
47	113649	10.0	1362363504
48	181689	10.0	1362754672
49	454876	7.0	1363406375
50	1628055	6.0	1362535364
51	1707386	8.0	1362344151
51	1623205	6.0	1362955741
52	486655	8.0	1362188731
53	1629757	6.0	1362257898
54	1454029	9.0	1362875454
55	1748227	8.0	1363350623
55	1844643	6.0	1362399182
56	1855325	7.0	1363404770
57	1855199	9.0	1362371084
58	1045658	9.0	1362270931
59	1649419	10.0	1363484087
60	2053463	7.0	1363476496
61	203009	9.0	1362192293
62	385002	10.0	1363061522
63	1428538	6.0	1362324595
64	1045658	8.0	1362350081
65	65938	9.0	1362603020
66	1462758	9.0	1362792321
66	150662	8.0	1362782333
67	286112	7.0	1362956297
67	373074	7.0	1362956257
68	1024648	9.0	1362501266
68	1706593	7.0	1362851470
69	1145144	10.0	1362917246
70	1623205	7.0	1362847230
70	1772341	6.0	1362847832
71	343818	10.0	1362693810
72	110148	8.0	1362776054
72	1532945	8.0	1363288068
73	454876	10.0	1362614942
74	1707386	10.0	1362512366
75	1784538	8.0	1362595648
75	790628	5.0	1363255404
75	1623205	6.0	1363085378
76	1336608	9.0	1362710183
77	1024648	9.0	1363563690
78	1772341	8.0	1362760262
79	1659337	8.0	1362941708
79	1045658	8.0	1362364047
80	1862079	10.0	1362288767
81	1623205	8.0	1362853214
82	2023587	7.0	1363553555
83	1045658	9.0	1362248629
84	174856	8.0	1363573048
85	1646987	5.0	1363565050
86	353969	5.0	1362717335
86	416960	7.0	1362891496
86	385277	10.0	1362973915
87	2053463	7.0	1363293923
88	2306745	8.0	1362897216
88	1853728	9.0	1362827027
89	2125608	10.0	1363278863
90	1412386	8.0	1363503751
91	91778	7.0	1362956983
91	21884	8.0	1362146079
92	1772341	8.0	1362270373
93	278504	6.0	1362333598
94	1389137	7.0	1363557233
95	1024648	7.0	1363386434
96	1606384	10.0	1363025964
97	1772341	10.0	1362227844
98	1397280	6.0	1362368356
99	184791	5.0	1362595927
100	1104001	2.0	1362959449
100	1707392	6.0	1362867612
101	1911644	8.0	1363483448
102	421715	9.0	1363477084
102	1560747	7.0	1363231831
103	1790885	7.0	1362315797
104	1623205	7.0	1363035510
105	1321860	2.0	1362083821
106	2109184	4.0	1362869010
107	1680133	6.0	1363096883
108	443272	10.0	1362906178
109	469494	9.0	1362684336
110	120586	10.0	1362804338
111	1623205	10.0	1362865856
112	903624	6.0	1363548964
112	1499658	6.0	1362985720
112	112431	8.0	1363134630
113	1606378	7.0	1362310720
114	1734433	8.0	1362327591
114	1194173	8.0	1362858409
115	1521197	8.0	1363327296
115	1119646	7.0	1362452802
116	1386703	8.0	1362187495
117	1707392	4.0	1362871371
117	121164	7.0	1362935048
118	1623205	7.0	1363409898
119	1623205	9.0	1362743054
120	1647483	8.0	1362754012
121	114369	9.0	1362928603
122	1623205	8.0	1363111564
123	1629757	4.0	1362572826
123	1560747	8.0	1362771864
124	1397280	6.0	1362752829
125	975645	8.0	1362479595
126	183505	7.0	1362966109
127	1351685	7.0	1362405675
127	884328	9.0	1363374124
128	1839492	7.0	1362269065
128	185183	1.0	1363386112
129	468569	9.0	1362775900
130	1931533	6.0	1362541464
131	1623205	8.0	1362776013
132	1790885	7.0	1362254172
133	1074638	8.0	1362180591
134	120601	7.0	1362174464
135	2387433	8.0	1362537214
136	1706593	8.0	1363328680
137	1966604	8.0	1362844087
137	2053463	7.0	1362371665
138	138097	9.0	1363539040
139	139414	10.0	1362712739
140	1832382	10.0	1363302183
141	1623205	9.0	1362990208
142	119683	5.0	1362870200
143	64757	8.0	1362884823
143	2059255	7.0	1362884851
144	1911644	7.0	1363541979
145	114369	9.0	1362928174
146	460780	3.0	1362322389
147	357413	2.0	1362263441
147	1277953	8.0	1363552490
148	1276104	9.0	1363382357
149	903624	9.0	1362176253
150	1226229	7.0	1362363235
150	443274	5.0	1363517466
151	1758830	8.0	1363239400
152	1375666	10.0	1362659796
153	2125608	10.0	1362622480
153	1853728	9.0	1363479130
154	948470	8.0	1362613702
154	1790885	6.0	1362613803
155	1424432	9.0	1363253594
156	319262	8.0	1362259775
157	795421	6.0	1363003300
157	960731	7.0	1363003401
158	2061861	10.0	1362985456
159	1175491	8.0	1363508630
160	1045658	8.0	1362175353
161	1351685	7.0	1363565934
162	1234719	8.0	1363168804
163	2213054	9.0	1362935464
164	844479	7.0	1362159743
165	454876	8.0	1362686374
166	975645	5.0	1362739405
167	332379	9.0	1362228255
168	1446192	8.0	1362176131
168	2053463	6.0	1363539581
169	1853728	10.0	1362350084
170	401729	1.0	1362220760
170	1764183	8.0	1362610023
171	882977	6.0	1362516885
172	1136608	9.0	1363284797
172	79817	8.0	1362946372
173	103939	7.0	1362215807
173	27977	8.0	1362329049
174	1231587	7.0	1363480310
174	1529572	10.0	1362352291
174	1790885	8.0	1362872301
174	363547	8.0	1363554939
175	1870529	8.0	1362842826
176	1853728	10.0	1362146236
177	2076220	6.0	1363377783
177	1907668	5.0	1363377818
178	1024648	9.0	1363478575
178	1650453	10.0	1363305444
179	1649419	10.0	1362100137
179	837562	8.0	1362250135
180	910970	10.0	1363394295
180	1790885	8.0	1362361994
181	1714210	8.0	1363061244
181	1853728	9.0	1362546843
182	2023587	8.0	1362264511
183	780504	9.0	1362781038
184	1907668	6.0	1362181185
185	903624	5.0	1362329485
186	1772341	10.0	1362423565
187	1024648	7.0	1363045998
188	1595656	8.0	1362839242
189	1343727	7.0	1362891371
190	1623205	9.0	1362782922
191	963966	7.0	1363302477
191	130018	5.0	1363358991
191	87538	7.0	1363389902
