5	975645	7.513274
38	1623205	7.5627007
38	1392170	6.3209877
51	114369	7.578616
51	1673434	7.5380116
51	1907668	7.1423
68	1726669	7.377049
68	1981677	7.221239
70	1024648	6.539851
70	1907668	6.43762
70	2053463	6.4159665
70	1931533	6.232143
70	1712170	6.209677
75	1351685	5.322581
75	2053463	5.279793
75	1904996	5.140575
75	1684233	5.090909
79	1024648	8.0
79	1623205	8.0
79	454876	8.0
79	1606378	8.0
112	1790885	6.0
123	1764234	5.6790123
179	454876	8.92
194	454876	7.1009173
194	1045658	6.9602194
194	1682180	6.8
208	1045658	6.957359
208	1682180	6.7916665
208	2024432	6.6121373
208	2059255	6.2797203
209	1623205	6.7436466
209	1024648	6.6939316
243	2023587	7.0
243	1764234	7.0
244	1499658	8.333333
244	1446192	8.027212
244	1853728	7.760694
244	1907668	7.0
244	975645	7.0
265	1623205	6.0
270	1623205	7.594652
270	1024648	7.555256
270	1853728	7.359116
270	454876	7.2539167
270	1212450	7.2475247
270	1560747	7.0
277	1659337	5.611465
289	1623205	7.4838095
289	1673434	7.4
299	1547234	7.0
319	1702439	6.927007
319	1276104	6.89
373	454876	7.606426
373	1024648	7.4562736
373	1606378	7.4
399	1623205	6.0797024
399	1673434	5.274194
409	1045658	7.490617
409	1386703	7.4695654
409	1623205	7.32721
439	432283	7.0
450	407887	8.315789
450	1602620	6.0615387
450	1623205	5.5447316
453	1375666	10.0
453	129332	10.0
453	137523	10.0
457	910970	7.216216
463	1649419	8.521531
463	1045658	8.407547
463	1446192	7.346667
468	903624	5.044586
472	903624	8.423313
472	975645	8.111111
472	1853728	8.065016
472	1446192	7.7716537
472	1907668	7.742857
480	1024648	7.33
493	1629757	7.5408163
493	1446192	7.5288463
493	1124035	7.263158
493	1602620	7.2362204
493	1853728	7.1485147
493	1024648	6.7568808
495	1045658	6.992908
505	1623205	2.6716604
505	111470	2.5490196
505	119896	2.5490196
513	1853728	7.327536
522	1371111	8.553572
536	1623205	10.0
536	1781769	10.0
536	1649419	10.0
543	373926	7.9310346
545	1772341	5.648148
547	1790885	8.0
547	443272	8.0
547	1758830	8.0
552	1428538	7.0
593	1276104	5.0190477
597	1024648	6.665768
597	1371111	5.6666665
606	1707386	6.3491125
607	1623205	6.4165173
607	1907668	6.243094
639	1351685	6.0
639	1907668	6.0
644	1606378	7.36
645	1606378	5.3230405
645	111161	5.1267123
645	1586752	5.10219
648	1623205	8.47027
648	1748179	8.296296
663	1907668	8.682927
668	1623205	10.0
672	301357	9.113044
672	1602620	8.979591
672	1024648	8.642425
672	1446192	8.455445
672	1907668	8.308724
715	1045658	6.3878627
739	1428538	7.0
740	1623205	6.628959
740	1024648	6.621438
750	1623205	4.74244
750	1045658	4.4615383
750	1702439	2.711297
756	1707386	6.952663
756	454876	6.731196
756	1351685	6.256917
756	2024432	6.089588
756	1711425	6.010526
756	1772341	5.8201437
756	1931533	5.6330276
756	1862079	5.6
767	1623205	5.7168674
767	1853728	5.491892
767	1659337	5.3426576
767	1758830	5.0873785
776	1853728	10.0
779	1045658	5.98255
779	2024432	5.675063
779	1659337	5.493573
779	1321870	5.4084086
779	111161	5.370607
779	1586752	5.3322034
779	14538	5.3135886
809	111161	7.8681316
809	1321870	7.8088737
809	1606378	7.4882507
812	137523	10.0
812	209144	9.771863
812	1586752	9.727273
812	1673434	9.590444
812	1321870	9.509933
812	1234719	9.508091
812	1606378	8.842893
812	1024648	8.049705
839	1623205	7.808803
853	1659343	8.0
853	1045658	8.0
856	454876	7.0
856	1853728	7.0
856	2125435	7.0
861	1790885	7.0
879	1024648	9.582744
879	1045658	9.385204
879	1371111	9.263158
879	1074638	9.165746
892	1024648	7.0
892	790628	7.0
892	443272	7.0
892	1772341	7.0
893	137523	9.897778
893	1853728	9.8436575
893	1623205	9.459173
918	454876	7.4763513
941	1560747	7.2222223
975	1623205	7.0
995	2023587	7.21267
995	1764234	7.1709843
996	1623205	4.7150683
1028	1907668	6.300716
1028	837562	6.08
1029	1446192	9.0
1029	1024648	9.0
1029	1707386	9.0
1029	1045658	9.0
1029	903624	9.0
1029	1907668	9.0
1035	454876	6.992764
1046	975645	8.0
1046	1853728	8.0
1046	1707386	8.0
1046	1446192	8.0
1046	1649419	8.0
1047	1623205	7.0
1052	1045658	7.568873
1052	1623205	7.5330157
1107	443272	9.0
1107	1649419	9.0
1126	443272	8.696428
1126	1623205	8.466749
1126	454876	8.449627
1126	1853728	8.447876
1126	1659337	8.437788
1126	1673434	8.427808
1126	1212450	8.424581
1126	1790885	8.284961
1126	2125435	8.268206
1144	1045658	7.405128
1144	1321870	7.26875
1159	1623205	7.071147
1159	1702439	5.5526314
1160	1981677	8.88938
1160	1726669	8.811476
1170	1764234	5.5
1176	1853728	7.608319
1176	1790885	7.3757963
1176	454876	7.324176
1208	454876	7.6141734
1208	1446192	7.5637064
1208	1772341	7.423792
1208	1707386	7.421456
1208	335345	7.3642383
1208	2178941	7.3624163
1208	1790885	7.2742615
1210	1623205	7.6618004
1210	1024648	7.391497
1219	1623205	10.0
1219	454876	10.0
1241	1392170	5.5394735
1241	975645	5.5283017
1241	1623205	5.505597
1245	1623205	5.725926
1257	1602620	7.7042255
1281	1706593	7.387597
1281	1726669	7.263158
1287	1446192	7.7210884
1287	1853728	7.70303
1287	1623205	7.6236973
1287	2125435	7.565543
1287	1588173	7.5618377
1287	443272	7.557756
1287	1371111	7.5555553
1287	1659337	7.5507245
1287	1024648	7.528
1295	1748179	7.703704
1295	1623205	7.52973
1297	1024648	8.841655
1303	1623205	6.8069563
1303	1024648	6.394558
1330	48028	8.0
1330	198781	8.0
1330	53125	8.0
1333	68646	7.6864405
1333	1853728	7.395122
1333	2053463	7.2547946
1333	454876	7.0479574
1333	1045658	6.9880238
1333	1623205	6.886387
1361	1045658	7.6482573
1401	1726669	8.736842
1410	1981677	6.0
1410	1706593	6.0
1410	2053425	6.0
1412	1790885	6.4375
1447	1024648	10.0
1447	1707386	10.0
1447	1045658	10.0
1447	1234719	10.0
1447	468569	10.0
1447	1702439	10.0
1469	1623205	9.408111
1469	1045658	9.16753
1469	1853728	9.117117
1469	1024648	8.666164
1472	114369	6.789308
1472	1673434	6.769006
1472	1907668	6.5711503
1487	1764234	8.72973
1493	454876	6.0405593
1493	1045658	5.9124823
1493	1351685	5.2807016
1493	1766094	5.1596956
1494	454876	7.0
1498	1024648	7.747228
1505	790724	5.952663
1505	1781769	5.9180326
1505	1649419	5.849315
1505	1853728	5.72434
1505	1446192	5.371747
1505	1623205	5.315016
1527	1623205	8.190323
1532	1623205	8.719313
1532	1024648	8.623244
1532	1045658	8.611917
1532	903624	8.386956
1539	1623205	7.58891
1540	481499	6.0
1540	1276104	6.0
1540	1931533	6.0
1541	443272	10.0
1541	1045658	10.0
1541	454876	10.0
1541	111161	10.0
1541	1790885	10.0
1541	1074638	10.0
1541	1772341	10.0
1542	1024648	7.0
1542	1907668	7.0
1542	1602620	7.0
1542	1446192	7.0
1559	903624	9.159292
1559	1649419	8.609626
1559	1907668	8.406114
1559	1853728	8.171521
1559	1045658	7.155635
1573	443272	9.5737705
1573	1702439	9.106753
1573	111161	9.106291
1573	1931533	9.104925
1573	1673434	9.102725
1573	1904996	9.100204
1573	2053463	9.096647
1573	1659337	9.091248
1573	1772341	9.087972
1573	1045658	9.069112
1573	454876	8.873329
1573	1351685	8.748092
1576	1648179	7.6666665
1576	2125435	7.659091
1576	1853728	7.410042
1576	1024648	7.3806453
1589	1045658	7.5955057
1589	1707386	7.5360823
1589	1907668	7.5289855
1589	1649419	7.488263
1589	1853728	7.247265
1589	1596350	7.2363634
1589	903624	7.197232
1595	2125435	8.560606
1595	1853728	8.489583
1595	1623205	8.308816
1595	1375666	8.280757
1595	1904996	8.253561
1595	1649419	8.2479105
1595	1074638	8.227621
1595	1659337	8.223058
1595	1045658	8.155867
1595	443272	7.7094703
1619	1907668	7.823256
1627	1606378	3.7358491
1633	1623205	6.4825583
1641	1045658	8.0
1641	1024648	8.0
1641	1907668	8.0
1641	903624	8.0
1641	1074638	8.0
1641	1371111	8.0
1641	443272	8.0
1641	1446192	8.0
1647	468569	7.0
1650	1024648	6.9864383
1656	1045658	10.0
1656	1623205	10.0
1656	2125435	10.0
1656	1853728	10.0
1660	1045658	7.0
1661	1045658	7.0
1717	780504	6.882979
1717	1428538	6.835404
1730	1024648	5.8956523
1730	1623205	5.341241
1733	1024648	8.0
1733	1907668	8.0
1733	903624	8.0
1755	1694020	6.4871793
1755	790628	6.2593374
1755	454876	5.5339675
1755	1024648	5.5040092
1755	2024432	5.157051
1760	1772341	7.719547
1760	1623205	7.6090016
1760	443272	7.52
1772	1045658	7.0
1772	454876	7.0
1772	1351685	7.0
1802	1045658	7.0
1836	454876	7.0
1836	468569	6.4864864
1836	209144	6.4848485
1836	372784	6.4761906
1836	111161	6.1004367
1887	1428538	8.893687
1925	1655420	7.7222223
1926	454876	7.1551723
1926	1045658	6.8428926
1926	1024648	6.4096384
1935	454876	7.1764708
1935	1045658	6.859951
1938	1862079	5.9197083
1938	454876	5.4985466
1975	1351685	6.363229
1975	1907668	6.3544016
1975	1606378	6.2792363
1975	2023587	5.6925373
1975	1234719	5.643963
1975	1904996	5.3339014
1993	1629757	5.4722223
2024	1907668	8.6827135
2024	1446192	8.521187
2024	443272	8.51938
2024	1371111	8.518518
2024	903624	8.518382
2024	1074638	8.517123
2024	1045658	8.341844
2024	1024648	8.340254
2026	1623205	7.0
2029	1024648	7.5956755
2029	1907668	7.259406
2029	2024432	7.0987954
2029	1711425	7.020942
2029	790628	6.640244
2029	1588173	6.4660196
2043	1673434	8.0
2043	1907668	8.0
2043	114369	8.0
2057	1673434	7.6217494
2057	443272	7.6167803
2057	2023587	7.6141906
2057	1371111	7.6136866
2057	1659337	7.606625
2057	1024648	7.567497
2057	454876	7.4868703
2057	1588173	7.450777
2057	1606378	7.437788
2072	1024648	8.540342
2076	2053463	9.0
2076	105236	9.0
2076	1931533	9.0
2076	1853728	9.0
2076	1212450	9.0
2076	1547234	9.0
2076	1623205	9.0
2084	1024648	6.0
2084	454876	6.0
2096	1074638	8.888889
2096	454876	8.717762
2096	1045658	8.68607
2106	361862	8.0
2106	1790885	8.0
2143	1045658	8.0
2143	1772341	8.0
2179	114814	8.0
2182	1758830	8.0
2182	1045658	8.0
2190	2024432	6.2833786
2190	1673434	6.1624203
2190	1702439	6.141892
2190	468569	6.1319447
2194	1234719	5.426966
2204	1790885	10.0
2204	1853728	10.0
2204	1446192	10.0
2227	1024648	7.602961
2227	1446192	7.45815
2227	1907668	7.35
2227	837562	7.272152
2227	1648179	7.263158
2241	1623205	8.556807
2241	1045658	8.505988
2241	454876	8.476022
2241	2053463	8.372602
2241	1853728	8.302439
2241	68646	8.156779
