1	256	1.6788996	-1
1	128	4.74143	-1
1	129	10.994206	-1
1	3	3.4926229	-1
1	259	3.495286	-1
1	4	3.928664	-1
1	133	4.376555	-1
1	5	9.5533793	-1
1	264	3.5464246	-1
1	8	10.989627500000001	-1
1	137	3.7577598	-1
1	266	2.8397067	-1
1	10	3.7358553	-1
1	11	3.733666	-1
1	13	3.8265977	-1
1	269	3.2324948	-1
1	270	2.8731954	-1
1	143	9.3323048	-1
1	16	3.8142142	-1
1	148	3.2966578	-1
1	150	4.3942013	-1
1	23	14.577319	-1
1	152	3.7697568	-1
1	156	12.4171882	-1
1	29	1.6187326	-1
1	159	10.336269999999999	-1
1	32	5.0	-1
1	33	3.82435	-1
1	35	4.5424213	-1
1	37	3.2394607	-1
1	169	3.7428257	-1
1	170	3.8170712	-1
1	42	3.827939	-1
1	43	2.065592	-1
1	171	3.7402515	-1
1	172	4.070266	-1
1	174	3.8115892	-1
1	46	3.5624938	-1
1	176	11.1186616	-1
1	49	3.6421156	-1
1	180	4.168986	-1
1	181	3.6829686	-1
1	53	3.9117198	-1
1	55	4.0874476	-1
1	185	4.2940416	-1
1	58	3.944596	-1
1	187	3.748182	-1
1	188	3.4099855	-1
1	190	4.234468	-1
1	191	3.889738	-1
1	64	3.7296684	-1
1	193	10.6359973	-1
1	71	9.7864055	-1
1	202	3.534826	-1
1	74	4.7777777	-1
1	204	3.5882409	-1
1	76	3.7286923	-1
1	78	9.2005385	-1
1	207	11.9185801	-1
1	210	3.7652361	-1
1	83	3.6638873	-1
1	214	3.933745	-1
1	216	10.4326734	-1
1	89	3.9453216	-1
1	218	10.9515142	-1
1	91	3.8869767	-1
1	221	3.9715183	-1
1	94	1.0	-1
1	224	10.9924096	-1
1	225	2.8472643	-1
1	226	3.8066702	-1
1	100	4.385089	-1
1	228	3.8319473	-1
1	101	4.0853686	-1
1	230	3.0747557	-1
1	103	10.1889594	-1
1	231	3.6192088	-1
1	104	14.086335600000002	-1
1	232	3.697038	-1
1	233	3.416114	-1
1	107	3.114464	-1
1	235	3.80704	-1
1	109	3.5630252	-1
1	238	4.2586904	-1
1	113	4.2262697	-1
1	116	4.7155514	-1
1	245	1.7243133	-1
1	120	10.4193214	-1
1	122	5.0	-1
1	125	3.8221061	-1
2	288	12.5693886	-1
2	1	3.8258185	-1
2	292	11.5551302	-1
2	293	12.5786634	-1
2	297	5.0	-1
2	10	2.265406	-1
2	299	3.2781003	-1
2	300	3.6568573	-1
2	13	4.5876684	-1
2	303	4.334872	-1
2	242	3.5188816	-1
2	307	3.7657478	-1
2	308	1.9165046	-1
2	280	9.9981736	-1
2	25	12.9004726	-1
2	282	3.7578695	-1
2	315	3.2177956	-1
2	283	3.6340928	-1
2	316	3.6870787	-1
2	286	4.018612	-1
2	287	3.6259933	-1
3	288	3.5297928	-1
3	353	10.321242	-1
3	322	2.1155467	-1
3	324	1.0889667	-1
3	325	3.6722407	-1
3	294	3.3657691	-1
3	326	7.072352800000001	-1
3	329	2.8949876	-1
3	330	2.1672716	-1
3	332	2.1212044	-1
3	333	2.5286772	-1
3	303	2.883014	-1
3	339	3.8959212	-1
3	341	3.0885623	-1
3	181	3.3263285	-1
3	343	8.4311201	-1
3	345	5.0	-1
3	318	3.3438764	-1
4	50	8.835604	-1
4	357	12.548983	-1
4	294	4.354218	-1
4	264	2.5730171	-1
4	360	4.2768583	-1
4	329	4.2019095	-1
4	300	4.120342	-1
4	301	3.7487879	-1
5	135	5.0	-1
5	393	7.709708600000001	-1
5	394	10.8702216	-1
5	139	8.3660158	-1
5	267	3.4658716	-1
5	398	2.7919962	-1
